kind	name	refCount	postCount	changeCount	commitCount	smellCount	hasSmell	LOC	Nesting	WMC	DIT	NOC	CBO	RFC	LCOM	ADD	ADDING_ATTRIBUTE_MODIFIABILITY	ADDING_CLASS_DERIVABILITY	ADDING_METHOD_OVERRIDABILITY	ADDITIONAL_CLASS	ADDITIONAL_FUNCTIONALITY	ADDITIONAL_OBJECT_STATE	ALTERNATIVE_PART_DELETE	ALTERNATIVE_PART_INSERT	ATTRIBUTE_RENAMING	ATTRIBUTE_TYPE_CHANGE	CLASS_RENAMING	COMMENT_DELETE	COMMENT_INSERT	COMMENT_MOVE	COMMENT_UPDATE	CONDITION_EXPRESSION_CHANGE	DECREASING_ACCESSIBILITY_CHANGE	DELETE	DOC_DELETE	DOC_INSERT	DOC_UPDATE	METHOD_RENAMING	MODIFY	PARAMETER_DELETE	PARAMETER_INSERT	PARAMETER_ORDERING_CHANGE	PARAMETER_RENAMING	PARAMETER_TYPE_CHANGE	PARENT_CLASS_CHANGE	PARENT_CLASS_DELETE	PARENT_CLASS_INSERT	PARENT_INTERFACE_CHANGE	PARENT_INTERFACE_DELETE	PARENT_INTERFACE_INSERT	REMOVED_CLASS	REMOVED_FUNCTIONALITY	REMOVED_OBJECT_STATE	REMOVING_ATTRIBUTE_MODIFIABILITY	REMOVING_CLASS_DERIVABILITY	REMOVING_METHOD_OVERRIDABILITY	RETURN_TYPE_CHANGE	RETURN_TYPE_DELETE	RETURN_TYPE_INSERT	STATEMENT_DELETE	STATEMENT_INSERT	STATEMENT_ORDERING_CHANGE	STATEMENT_PARENT_CHANGE	STATEMENT_UPDATE	UNCLASSIFIED_CHANGE	ForwardEngineering	ReEngineering	CorrectiveEngineering	Management	usageCount	refDensity
Public Class	android.app.NotificationManager	19521	6843	269	52	0	0	103	2	27	0	0	11	23	57	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	1	5	0	10	0	50	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	48	102	0	0	22	0	131	126	68	231	4786	4.0788
Public Class	android.app.PendingIntent	50707	15577	589	116	0	0	339	2	73	0	0	22	47	91	1	0	0	0	5	5	0	0	0	0	0	0	0	0	3	0	0	5	1	5	0	53	5	114	12	0	0	0	0	0	0	0	0	0	0	7	60	2	0	0	0	3	0	0	113	138	0	4	53	0	324	472	352	505	13373	3.7917
Public Class	android.app.Presentation	2691	2321	55	32	0	0	116	1	18	1	3	16	120	85	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	28	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	11	0	43	32	45	55	150	17.9400
Public Class	android.app.ProgressDialog	53012	17776	129	26	0	0	258	2	52	2	1	14	161	89	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	4	0	24	0	0	0	0	0	0	0	0	0	0	0	0	13	5	0	0	0	0	0	0	34	19	0	7	12	0	1	120	59	102	8806	6.0200
Public Class	android.app.SearchableInfo	140	91	439	29	0	0	434	6	73	0	0	25	53	91	4	12	0	0	0	0	0	0	0	2	2	0	0	12	6	0	0	0	0	20	0	165	2	25	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	83	29	0	35	23	0	45	253	297	718	154	0.9091
Public Class	android.app.SearchManager	2778	931	2590	308	0	0	280	3	51	0	0	29	34	96	1	0	0	0	5	48	87	6	10	5	0	0	40	75	7	0	9	48	1	13	14	118	0	306	13	28	0	7	0	0	0	0	0	0	0	12	112	291	0	0	4	0	7	0	592	535	7	52	133	4	654	2166	646	2241	418	6.6459
Public Abstract Class	android.app.Service	22307	6109	265	99	0	0	111	1	29	2	49	18	255	92	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	52	0	97	0	0	0	0	0	0	0	0	3	0	0	0	22	49	0	0	0	0	0	0	11	25	0	0	0	0	182	327	153	235	3942	5.6588
Public Class	android.app.TabActivity	1344	1028	10	10	0	0	80	2	21	5	2	10	491	57	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	4	11	111	12.1081
Public Class	android.app.TaskStackBuilder	4357	1032	533	52	0	0	112	2	28	0	0	17	29	64	2	0	0	0	0	4	0	0	13	0	0	0	5	0	0	0	8	0	0	0	0	6	8	50	0	0	0	0	0	0	0	0	0	0	4	0	30	0	0	0	0	0	0	0	108	241	5	8	41	0	278	352	235	453	81	53.7901
Public Class	android.app.TimePickerDialog	1229	866	138	40	0	0	80	1	10	2	0	9	143	77	1	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	17	31	8	0	32	0	69	117	59	141	289	4.2526
Public Class	android.app.UiAutomation	92	73	94	21	0	0	403	4	68	0	0	30	32	83	3	0	0	0	0	0	0	0	0	0	0	0	16	8	0	0	7	0	0	0	0	3	0	18	0	0	0	0	3	0	0	0	0	0	0	3	13	0	0	0	0	0	0	0	4	0	4	8	4	0	127	134	128	101	0	-1.0000
Public Class	android.app.UiModeManager	50	15	115	39	0	0	64	2	16	0	0	6	19	83	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	37	5	0	0	0	0	0	0	0	0	0	0	0	8	26	0	0	0	0	0	0	0	0	0	0	14	0	80	114	160	112	131	0.3817
Public Class	android.app.WallpaperInfo	1505	1242	220	35	0	0	149	2	27	0	0	24	29	71	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	30	0	0	0	0	0	0	0	0	0	0	0	0	18	18	0	0	0	0	0	0	125	2	0	0	21	0	182	298	70	219	51	29.5098
Public Class	android.app.WallpaperManager	2958	946	1781	161	1	1	567	5	80	0	0	42	41	90	4	3	0	0	0	15	0	16	4	3	3	0	28	21	10	0	16	0	0	5	0	60	6	157	16	6	0	0	0	0	0	0	0	0	0	4	73	55	0	0	0	6	0	0	580	305	81	154	150	0	1038	2920	943	1409	280	10.5643
Public Class	android.appwidget.AppWidgetHost	200	76	797	93	0	0	267	2	45	0	1	24	35	86	2	10	0	0	0	18	3	0	0	0	0	0	5	0	0	0	0	0	0	10	5	2	14	91	30	8	0	0	0	0	0	0	0	0	0	0	68	17	0	0	0	0	0	0	221	176	2	3	112	0	643	858	538	580	36	5.5556
Public Class	android.appwidget.AppWidgetHostView	106	52	1787	132	1	1	390	4	85	3	1	46	952	89	2	0	0	0	6	8	4	13	6	0	0	0	59	58	6	4	16	6	0	4	5	39	10	130	20	9	6	5	0	0	0	0	0	0	0	7	67	19	0	0	0	6	0	0	501	524	0	42	199	6	1170	2352	886	1563	78	1.3590
Public Class	android.appwidget.AppWidgetManager	7139	2114	549	120	0	0	237	2	47	0	0	19	36	94	2	0	0	0	0	0	8	0	0	24	0	0	10	5	0	0	0	0	0	0	0	49	8	118	12	6	0	0	0	0	0	0	0	0	0	0	47	53	0	0	0	0	0	0	69	60	0	0	78	0	313	596	348	445	910	7.8451
Public Class	android.appwidget.AppWidgetProvider	2317	904	117	35	0	0	50	3	16	1	0	5	43	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	18	0	0	0	0	4	4	33	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	12	6	0	10	20	0	34	154	55	117	422	5.4905
Public Class	android.appwidget.AppWidgetProviderInfo	101	65	246	58	1	1	111	1	13	0	0	5	19	65	2	0	0	0	0	0	26	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	56	0	0	0	0	0	0	0	0	0	0	0	0	5	64	0	0	0	0	0	0	56	18	0	0	10	0	172	250	90	227	165	0.6121
Public Class	android.bluetooth.BluetoothA2dp	34	15	1083	119	1	1	303	3	84	0	0	19	33	80	3	2	4	0	0	33	36	7	1	24	0	0	9	2	0	0	36	0	1	0	3	90	25	115	7	4	0	4	0	0	0	0	0	3	0	0	86	42	3	0	0	32	0	0	279	111	0	26	89	0	530	1076	151	1018	12	2.8333
Public Class	android.bluetooth.BluetoothAdapter	10892	2574	2995	307	0	0	898	3	169	0	0	43	64	95	4	0	0	0	1	18	50	21	21	16	0	0	37	35	4	2	77	0	0	49	0	295	6	303	37	7	0	5	1	0	0	0	0	0	0	20	124	176	1	0	0	0	7	0	735	691	0	163	87	0	1330	3477	668	3030	748	14.5615
Public Class	android.bluetooth.BluetoothClass	36	24	423	46	0	0	194	2	40	0	0	8	23	84	3	0	10	0	0	15	0	9	0	0	0	0	5	0	0	0	33	5	1	16	9	42	0	42	5	3	0	0	0	0	0	0	0	5	0	0	45	51	0	0	0	0	0	0	33	0	0	7	69	0	403	623	146	717	30	1.2000
Public Class	android.bluetooth.BluetoothDevice	8137	2432	1939	224	0	0	391	2	77	0	0	22	51	98	1	0	4	0	0	182	56	0	0	25	2	0	38	2	0	0	3	0	1	72	17	227	31	222	10	41	3	2	4	0	0	0	0	4	0	0	135	283	2	0	0	17	0	0	195	199	0	21	134	2	767	2290	256	1819	494	16.4717
Public Class	android.bluetooth.BluetoothGatt	2581	1016	715	43	1	1	646	2	94	0	0	17	39	87	3	4	0	0	0	24	16	0	4	0	0	0	4	8	0	0	8	4	0	0	4	76	0	40	12	32	4	4	4	0	0	0	0	0	0	0	22	44	0	0	0	0	0	0	74	260	0	4	48	0	184	652	181	541	68	37.9559
Public Abstract Class	android.bluetooth.BluetoothGattCallback	565	159	131	15	0	0	26	0	9	0	0	3	22	0	3	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	12	36	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	225	32	137	27	20.9259
Public Class	android.bluetooth.BluetoothGattCharacteristic	2095	786	179	17	0	0	257	2	64	0	0	9	46	95	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	72	0	14	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	4	0	16	40	0	0	4	0	47	137	52	137	150	13.9667
Public Class	android.bluetooth.BluetoothGattDescriptor	894	490	75	13	1	1	54	0	10	0	0	2	23	93	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	10	4	0	0	0	0	0	0	0	0	0	0	0	14	2	0	0	0	0	0	0	6	12	0	0	4	0	33	65	14	53	45	19.8667
Public Class	android.bluetooth.BluetoothGattServer	161	116	501	27	1	1	362	3	59	0	0	17	30	70	3	4	0	0	0	12	12	4	4	0	0	0	0	4	0	0	0	4	0	0	0	32	8	24	4	4	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	88	232	4	16	26	0	120	383	153	383	4	40.2500
Public Abstract Class	android.bluetooth.BluetoothGattServerCallback	43	13	19	7	0	0	25	0	7	0	0	4	20	0	3	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14	4	14	2	21.5000
Public Class	android.bluetooth.BluetoothGattService	496	185	87	15	1	1	89	2	22	0	0	5	31	84	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	32	0	12	0	0	0	0	0	0	0	0	0	0	0	0	16	2	0	0	0	0	4	0	8	0	0	0	0	0	33	73	18	67	51	9.7255
Public Class	android.bluetooth.BluetoothHeadset	81	36	1398	168	0	0	446	2	128	0	0	19	43	88	1	2	4	0	5	48	64	10	27	17	0	0	4	0	0	0	104	0	1	8	3	102	20	166	15	2	0	0	2	0	0	0	0	3	0	4	115	138	6	0	0	4	0	0	223	132	0	78	83	0	699	1035	136	1322	31	2.6129
Public Class	android.bluetooth.BluetoothHealth	34	11	362	29	0	0	302	2	61	0	0	20	30	89	2	2	0	0	0	2	4	0	1	12	1	0	18	10	0	0	25	0	0	0	0	12	0	27	6	3	0	1	6	0	0	0	0	0	0	2	8	26	0	0	0	0	0	0	73	102	0	8	11	0	314	584	55	191	0	-1.0000
Public Class	android.bluetooth.BluetoothHealthAppConfiguration	85	43	34	7	0	0	82	1	13	0	0	5	24	49	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4	0	15	32	4	18	0	-1.0000
Public Abstract Class	android.bluetooth.BluetoothHealthCallback	21	6	23	5	0	0	14	0	2	0	0	5	15	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	16	14	15	0	-1.0000
Public Class	android.bluetooth.BluetoothManager	1111	578	20	8	0	0	80	2	22	0	0	13	19	50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	27	5	15	134	8.2910
Public Interface	android.bluetooth.BluetoothProfile	64	43	94	47	0	0	29	0	3	0	8	3	3	100	3	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	4	0	0	0	0	0	0	0	0	35	106	30	79	5	12.8000
Public Class	android.bluetooth.BluetoothServerSocket	1028	376	223	71	0	0	40	1	9	0	0	6	21	62	5	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	44	0	66	8	0	0	0	0	0	0	0	0	0	0	0	14	16	0	0	0	0	0	0	23	0	0	0	33	0	126	183	29	244	24	42.8333
Public Class	android.bluetooth.BluetoothSocket	7538	1961	1380	119	0	0	318	3	81	0	0	21	38	87	5	0	0	0	1	27	7	13	6	0	0	0	40	15	2	7	25	0	0	15	1	48	1	114	32	20	0	0	0	0	0	0	0	0	0	8	62	92	10	0	0	0	17	1	454	164	1	132	31	1	900	1159	398	1251	57	132.2456
Public Abstract Class	android.content.AbstractThreadedSyncAdapter	2199	1890	567	82	0	0	158	1	10	0	0	13	21	84	6	0	0	0	0	3	11	8	6	0	0	0	4	6	0	6	15	0	0	0	0	39	18	76	2	5	0	0	0	0	0	0	0	0	0	0	20	23	0	0	0	6	0	0	148	78	0	28	53	0	138	699	143	688	104	21.1442
Public Class	android.content.ActivityNotFoundException	1858	1618	2	2	0	0	10	0	2	0	0	1	44	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6612	0.2810
Public Abstract Class	android.content.AsyncQueryHandler	122	78	197	28	0	0	175	1	18	1	2	16	69	83	1	0	0	0	0	6	5	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	26	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	56	46	36	0	5	0	181	185	10	146	189	0.6455
Public Abstract Generic Class	android.content.AsyncTaskLoader	448	184	655	66	0	0	197	4	43	1	5	13	59	72	4	3	0	0	0	3	3	12	0	3	0	0	12	0	0	0	3	13	0	3	12	26	8	62	6	0	0	0	0	0	0	0	0	3	0	0	39	29	0	0	0	0	0	0	276	63	0	29	36	2	316	505	544	497	68	6.5882
Public Abstract Class	android.content.BroadcastReceiver	21415	12915	250	62	0	0	229	1	35	0	267	13	36	58	1	0	0	0	0	2	12	0	0	0	0	0	8	0	0	0	10	0	1	0	0	21	0	60	4	0	0	0	0	0	0	0	0	0	0	2	40	14	0	0	0	0	0	0	37	16	0	2	20	0	103	151	153	220	19051	1.1241
Public Class	android.content.ClipboardManager	26638	14357	129	39	0	0	123	2	26	1	0	11	28	82	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	6	0	36	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	8	0	0	0	56	0	157	191	81	145	913	29.1763
Public Class	android.content.ClipData	2103	972	411	35	0	0	453	3	44	0	0	17	32	80	4	0	0	0	0	20	0	2	4	0	0	0	0	0	0	0	6	0	0	12	16	31	0	31	0	8	0	0	0	0	0	3	0	3	0	0	58	7	0	0	0	0	0	0	55	103	8	2	38	0	158	278	420	551	912	2.3059
Public Class	android.content.ClipDescription	43	30	22	16	0	0	133	3	34	0	0	10	27	83	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	30	28	6	21	119	0.3613
Public Interface	android.content.ComponentCallbacks	61	57	40	13	0	0	4	0	2	0	3	1	2	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8	49	18	37	194	0.3144
Public Interface	android.content.ComponentCallbacks2	9	9	25	13	0	0	10	0	1	1	6	0	3	100	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	7	32	5	25	310	0.0290
Public Class	android.content.ComponentName	10234	5897	53	17	0	0	164	2	44	0	0	10	39	56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	9	0	0	19	0	0	0	0	0	0	0	6	2	0	0	0	0	16	41	56	35	10459	0.9785
Public Abstract Class	android.content.ContentProvider	6526	4170	1657	185	1	1	559	5	90	0	27	38	62	94	1	0	0	0	0	62	0	17	11	0	0	0	44	21	0	0	74	0	1	27	4	75	19	183	39	10	0	14	14	0	0	0	3	0	0	3	139	28	0	0	0	3	4	0	460	206	18	53	124	0	1107	2013	697	1164	1113	5.8634
Public Class	android.content.ContentProviderClient	2826	2301	709	62	0	0	316	2	68	0	0	26	39	71	5	0	0	0	0	19	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	28	2	57	4	0	0	3	6	0	0	0	0	0	0	2	45	20	0	0	0	0	0	0	348	46	2	76	39	0	606	638	792	702	253	11.1700
Public Class	android.content.ContentProviderOperation	1036	419	430	44	0	0	385	6	54	0	0	23	31	76	4	0	0	0	0	3	7	10	6	1	0	0	3	0	4	0	16	8	0	8	0	24	4	40	6	6	0	0	0	0	0	0	0	2	0	0	29	14	0	0	0	1	0	0	122	52	0	37	23	0	600	517	21	266	620	1.6710
Public Class	android.content.ContentProviderResult	9	9	22	9	0	0	49	1	10	0	0	6	19	44	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	24	13	0	12	178	0.0506
Public Class	android.content.ContentQueryMap	397	324	65	8	0	0	94	3	23	0	0	9	31	67	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	1	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	9	0	0	12	3	16	104	20	63	2	198.5000
Public Abstract Class	android.content.ContentResolver	11106	5626	2931	266	1	1	1029	5	245	0	3	67	92	98	1	6	0	0	4	34	9	8	16	2	0	0	76	57	20	3	32	27	1	49	6	116	2	264	0	0	0	3	6	0	0	0	0	0	0	6	235	123	0	0	0	0	0	0	661	593	56	180	329	4	2209	2478	1944	3102	13134	0.8456
Public Class	android.content.ContentUris	1851	808	9	9	0	0	12	0	4	0	0	4	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14	0	6	2333	0.7934
Public Class	android.content.ContentValues	84455	18185	74	16	0	0	253	3	70	0	0	23	51	61	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	1	5	0	2	0	14	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	10	0	0	5	23	0	34	98	41	85	11379	7.4220
Public Abstract Class	android.content.Context	263936	122577	1265	454	0	0	275	0	113	0	4	43	126	100	1	0	0	0	0	13	19	0	0	4	0	0	0	0	0	0	0	0	1	0	0	397	14	452	19	11	0	9	12	0	0	0	0	0	0	0	157	147	0	0	0	1	0	0	0	4	0	0	0	4	855	1308	512	1063	215211	1.2264
Public Class	android.content.ContextWrapper	36915	28722	392	129	0	0	488	1	108	1	10	38	233	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	5	5	0	14	127	22	14	0	9	9	0	0	0	0	0	0	0	143	0	0	0	0	1	0	0	0	0	0	0	36	0	361	364	103	265	1497	24.6593
Public Class	android.content.CursorLoader	2582	1580	320	54	0	0	148	3	32	2	0	13	79	78	4	2	0	0	3	11	7	0	3	3	3	0	0	2	5	3	15	3	0	4	0	4	13	50	0	0	0	0	0	0	0	0	0	0	0	2	19	7	0	0	0	0	0	0	52	15	9	25	47	0	223	345	279	291	171	15.0994
Public Interface	android.content.DialogInterface	35307	18179	30	11	0	0	31	0	2	0	5	1	2	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	2	0	9	0	0	0	0	0	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	13	8	6	24	13520	2.6115
Public Class	android.content.Entity	442	229	103	16	0	0	34	1	6	0	0	6	18	50	4	0	3	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	12	3	0	0	0	0	0	0	0	0	0	3	3	21	9	0	0	0	0	0	0	27	0	0	0	0	0	198	191	0	77	40	11.0500
Public Interface	android.content.EntityIterator	356	304	52	24	0	0	4	0	2	0	2	0	5	0	4	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	20	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	24	97	10	69	23	15.4783
Public Class	android.content.Intent	533397	147925	4846	669	1	1	2072	5	459	0	2	56	158	99	1	0	0	0	0	2	50	82	102	34	2	0	57	84	96	0	222	5	1	11	0	448	0	667	10	0	0	0	0	0	0	0	0	0	0	0	125	624	0	0	0	0	4	0	879	942	85	192	121	0	2939	3632	2174	4174	129504	4.1188
Public Class	android.content.IntentFilter	15143	6332	806	57	1	1	854	5	229	0	5	21	75	94	1	0	0	0	0	0	0	10	2	0	0	0	4	0	2	0	24	0	1	8	0	19	0	55	0	0	0	0	0	0	0	0	0	0	0	0	16	6	0	0	0	0	0	0	438	78	58	60	24	0	446	1029	85	482	12002	1.2617
Public Class	android.content.IntentSender	109	101	172	48	1	1	161	2	29	0	0	19	29	59	7	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	10	0	10	0	13	5	41	12	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	3	0	0	8	20	0	0	6	0	87	144	142	150	408	0.2672
Public Generic Class	android.content.Loader	4531	2970	328	43	0	0	178	1	43	0	2	11	44	86	4	0	0	12	0	2	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	61	0	39	0	0	0	0	0	0	0	0	0	0	0	3	55	17	0	0	9	0	0	0	74	3	0	39	4	0	223	482	428	300	105	43.1524
Public Class	android.content.MutableContextWrapper	10	4	2	2	0	0	8	0	2	2	0	0	235	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546	0.0183
Public Class	android.content.OperationApplicationException	146	135	31	7	0	0	30	0	7	0	0	1	45	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	0	0	0	0	0	12	0	0	0	0	0	27	1	0	20	432	0.3380
Public Class	android.content.PeriodicSync	7	7	157	9	0	0	100	2	17	0	0	6	22	38	2	0	0	0	0	2	4	6	6	0	0	0	4	2	0	0	0	0	0	0	0	4	0	7	0	0	0	2	0	0	0	0	0	0	0	0	13	6	0	0	0	0	0	0	30	42	0	14	13	0	147	191	113	190	17	0.4118
Public Class	android.content.pm.ActivityInfo	295	265	392	122	0	0	182	2	18	2	0	10	49	92	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	64	0	120	0	0	0	0	0	0	0	0	0	0	0	0	9	115	0	0	0	0	0	0	53	0	0	24	2	0	282	346	329	355	6109	0.0483
Public Class	android.content.pm.ApplicationInfo	1232	983	1149	252	1	1	259	2	30	1	0	13	39	84	1	0	0	0	0	0	43	6	0	15	0	0	0	0	0	0	6	4	1	0	0	97	0	250	0	0	0	0	0	0	0	0	0	0	0	0	22	182	0	0	0	0	0	0	322	57	5	69	69	0	680	1095	591	1092	12221	0.1008
Public Class	android.content.pm.ComponentInfo	400	334	121	19	0	0	92	2	25	1	3	9	39	56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	5	17	0	0	0	0	0	0	0	0	0	0	0	0	15	2	0	0	0	0	0	0	15	55	0	0	0	0	46	155	31	140	35	11.4286
Public Class	android.content.pm.ConfigurationInfo	74	64	69	19	0	0	59	0	7	0	0	5	20	66	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	15	0	0	0	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	0	0	15	0	0	0	10	0	54	8	0	51	169	0.4379
Public Class	android.content.pm.FeatureInfo	29	23	8	8	0	0	53	1	8	0	0	5	20	71	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	1	15	79	0.3671
Public Class	android.content.pm.InstrumentationInfo	10	10	46	18	1	1	58	0	8	1	0	5	32	56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	22	0	0	0	0	0	7	18	4	55	2	5.0000
Public Class	android.content.pm.LabeledIntent	464	343	8	8	0	0	94	2	18	1	0	7	171	49	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	2	15	68	6.8235
Public Class	android.content.pm.PackageInfo	1896	1623	175	51	1	1	111	1	8	0	0	14	18	68	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	74	0	0	0	0	0	147	162	5	181	13901	0.1364
Public Class	android.content.pm.PackageItemInfo	449	333	187	35	0	0	120	2	27	0	5	12	26	60	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	33	0	0	0	0	0	0	0	0	0	0	0	0	18	4	0	0	0	0	0	0	73	17	0	18	17	0	63	195	225	223	72	6.2361
